year,expansion,n,area_ha_t0,area_ha_t1,gridid
1993,1,5382,25509.96,6663.69,337
1994,0,987,0,686.6999999999999,337
1994,1,1208,6687.2699999999995,1100.34,337
1995,0,1192,0,702.54,337
1995,1,3108,19246.5,3162.7799999999997,337
1996,0,2743,0,1698.48,337
1996,1,6116,28974.6,8791.289999999999,337
1997,0,4322,0,2949.39,337
1997,1,5207,27297.72,7357.95,337
1998,0,1833,0,1182.06,337
1998,1,4979,31850.91,5943.0599999999995,337
1999,0,247,0,166.04999999999998,337
1999,1,600,7937.28,471.6,337
2000,0,1636,0,1006.2,337
2000,1,6676,40014.99,8957.16,337
2001,0,507,0,400.59,337
2001,1,848,8435.43,817.1999999999999,337
2002,0,1413,0,811.4399999999999,337
2002,1,3462,27267.03,4092.48,337
2003,0,878,0,625.14,337
2003,1,3211,28637.1,3432.06,337
2004,0,637,0,421.2,337
2004,1,1971,21968.64,1776.87,337
2005,0,524,0,324.18,337
2005,1,1531,16655.94,1367.01,337
2006,0,417,0,277.56,337
2006,1,1686,18011.969999999998,1395.63,337
2007,0,2202,0,1291.23,337
2007,1,9594,54913.59,16021.26,337
2008,0,731,0,582.48,337
2008,1,1414,14764.23,1665.81,337
2009,0,444,0,297.27,337
2009,1,898,13258.17,857.16,337
2010,0,485,0,327.87,337
2010,1,1949,23183.73,1943.55,337
2011,0,412,0,280.8,337
2011,1,2283,29641.14,2347.02,337
2012,0,1916,0,1147.68,337
2012,1,10283,69926.84999999999,17043.39,337
2013,0,1764,0,1215.54,337
2013,1,3951,40261.86,5134.86,337
2014,0,236,0,176.85,337
2014,1,272,9348.57,271.62,337
2015,0,722,0,430.38,337
2015,1,4155,37780.83,4555.44,337
2016,0,482,0,345.06,337
2016,1,865,12128.13,852.2099999999999,337
2017,0,1061,0,652.9499999999999,337
2017,1,6761,41265.9,9488.7,337
2018,0,423,0,309.96,337
2018,1,404,5799.42,526.68,337
2019,0,800,0,502.2,337
2019,1,3382,17360.55,3265.47,337
2020,0,512,0,339.48,337
2020,1,1005,8189.82,985.86,337
2021,0,463,0,257.76,337
2021,1,2194,11082.96,3129.66,337
2022,0,2652,0,1767.87,337
2022,1,6757,21445.92,7939.799999999999,337
2023,0,434,0,277.38,337
2023,1,719,5309.91,680.9399999999999,337
1986,0,7867,0,5750.28,338
1986,1,800,1096.29,855.4499999999999,338
1987,0,6515,0,4680.45,338
1987,1,1463,2367.54,1745.01,338
1988,0,14262,0,10578.6,338
1988,1,4705,7553.79,5816.34,338
1989,0,590,0,428.13,338
1989,1,244,679.5,268.11,338
1990,0,10036,0,7399.71,338
1990,1,7515,14570.19,9596.97,338
1991,0,1895,0,1270.71,338
1991,1,1046,3844.53,1051.02,338
1992,0,1860,0,1141.65,338
1992,1,3802,13729.23,3534.5699999999997,338
1993,0,6155,0,3923.55,338
1993,1,11041,32572.44,14730.3,338
1994,0,1493,0,1035.9,338
1994,1,1910,8757.81,1750.41,338
1995,0,789,0,533.34,338
1995,1,2141,13465.62,1943.46,338
1996,0,4803,0,3456.6299999999997,338
1996,1,8874,37761.48,11347.11,338
1997,0,1792,0,1051.56,338
1997,1,3249,17140.95,3215.7,338
1998,0,1538,0,897.3,338
1998,1,6514,34565.49,6773.759999999999,338
1999,0,335,0,290.96999999999997,338
1999,1,627,5782.41,535.5,338
2000,0,2563,0,1564.56,338
2000,1,12576,58799.7,18285.75,338
2001,0,1087,0,780.39,338
2001,1,1669,13799.25,1623.15,338
2002,0,573,0,340.65,338
2002,1,2137,17905.5,1724.22,338
2003,0,1288,0,790.29,338
2003,1,4908,35600.85,5362.5599999999995,338
2004,0,459,0,303.21,338
2004,1,1436,16843.32,1331.91,338
2005,0,986,0,690.48,338
2005,1,2728,24827.129999999997,2469.96,338
2006,0,1027,0,683.8199999999999,338
2006,1,2645,19611.18,2767.0499999999997,338
2007,0,3121,0,1878.21,338
2007,1,12764,67694.22,20098.44,338
2008,0,575,0,395.82,338
2008,1,1313,17085.87,1363.86,338
2009,0,1166,0,734.04,338
2009,1,2633,28898.73,2517.2999999999997,338
2010,0,980,0,632.6999999999999,338
2010,1,3384,35321.49,3536.73,338
2011,0,563,0,363.33,338
2011,1,4337,43363.439999999995,4882.5,338
2012,0,1717,0,1099.98,338
2012,1,7869,65736.72,11912.31,338
2013,0,2175,0,1505.34,338
2013,1,4449,46040.939999999995,4747.41,338
2014,0,496,0,365.58,338
2014,1,776,12790.17,775.62,338
2015,0,934,0,589.05,338
2015,1,5800,45847.439999999995,6640.65,338
2016,0,810,0,581.49,338
2016,1,2027,19865.34,1956.51,338
2017,0,1227,0,830.3399999999999,338
2017,1,5280,36027.9,5959.44,338
2018,0,1018,0,735.2099999999999,338
2018,1,1497,12588.12,1894.59,338
2019,0,938,0,654.03,338
2019,1,3712,23483.52,3700.89,338
2020,0,998,0,700.29,338
2020,1,1984,12237.84,2036.43,338
2021,0,1122,0,742.77,338
2021,1,4340,19648.71,4705.5599999999995,338
2022,0,2068,0,1337.6699999999998,338
2022,1,6001,22656.78,6058.98,338
2023,0,665,0,459.27,338
2023,1,1252,6268.5,1141.92,338
1986,0,3138,0,2102.22,339
1986,1,300,497.25,344.52,339
1987,0,16024,0,12747.33,339
1987,1,2636,3715.92,3519,339
1988,0,3985,0,2836.5299999999997,339
1988,1,1110,2134.62,1244.25,339
1989,0,1942,0,1281.06,339
1989,1,1188,3611.16,1163.34,339
1990,0,5225,0,3460.14,339
1990,1,3556,6905.34,3718.71,339
1991,0,1535,0,992.07,339
1991,1,1375,4502.34,1231.11,339
1992,0,6575,0,4330.17,339
1992,1,7100,15240.15,8268.21,339
1993,0,5207,0,3103.92,339
1993,1,7937,20730.96,9257.58,339
1994,0,2531,0,1618.2,339
1994,1,2024,8186.4,1824.84,339
1995,0,629,0,378.09,339
1995,1,994,4842.8099999999995,771.8399999999999,339
1996,0,9307,0,6710.3099999999995,339
1996,1,11163,29876.67,14884.65,339
1997,0,1537,0,1182.51,339
1997,1,1591,9657.99,1664.1,339
1998,0,800,0,440.1,339
1998,1,3140,18240.39,2852.19,339
1999,0,845,0,518.85,339
1999,1,2225,13867.38,2347.47,339
2000,0,4197,0,2455.11,339
2000,1,12386,47848.5,15846.75,339
2001,0,778,0,516.87,339
2001,1,995,10981.44,918.09,339
2002,0,482,0,310.22999999999996,339
2002,1,1689,15807.87,1378.44,339
2003,0,2525,0,1570.23,339
2003,1,7220,42564.42,8897.67,339
2004,0,633,0,451.26,339
2004,1,1000,11758.23,1039.23,339
2005,0,1201,0,743.13,339
2005,1,2646,24267.96,2472.93,339
2006,0,732,0,426.06,339
2006,1,2499,20141.1,2296.98,339
2007,0,2285,0,1377.9,339
2007,1,8674,51348.149999999994,12039.21,339
2008,0,511,0,328.23,339
2008,1,1106,14010.12,1151.1,339
2009,0,1068,0,645.5699999999999,339
2009,1,2218,25835.4,1932.75,339
2010,0,599,0,380.7,339
2010,1,1984,22824.18,1783.26,339
2011,0,798,0,481.68,339
2011,1,4545,41383.89,5225.13,339
2012,0,1555,0,988.47,339
2012,1,4773,45682.11,5597.37,339
2013,0,1380,0,973.89,339
2013,1,2391,30599.64,2539.17,339
2014,0,455,0,323.37,339
2014,1,896,14457.6,846.99,339
2015,0,1474,0,1076.58,339
2015,1,5159,40468.59,5495.04,339
2016,0,1067,0,782.64,339
2016,1,1658,18882.63,1760.22,339
2017,0,1250,0,817.8299999999999,339
2017,1,4199,28829.25,4754.7,339
2018,0,992,0,684.81,339
2018,1,1498,13961.07,1688.58,339
2019,0,812,0,575.64,339
2019,1,2354,19044.45,2269.89,339
2020,0,962,0,652.86,339
2020,1,1341,11309.31,1398.15,339
2021,0,1815,0,1351.8,339
2021,1,3516,22194.54,3706.74,339
2022,0,1415,0,873.72,339
2022,1,3506,18667.53,3373.29,339
2023,0,527,0,387.54,339
2023,1,964,6758.19,952.56,339
1986,0,1797,0,1609.83,340
1986,1,158,434.61,281.88,340
1987,0,17455,0,16285.14,340
1987,1,1825,3441.15,3098.88,340
1988,0,1481,0,1230.84,340
1988,1,475,1814.94,647.4599999999999,340
1989,0,3497,0,2554.2,340
1989,1,1651,4813.47,2026.98,340
1990,0,3063,0,2237.49,340
1990,1,2035,5901.929999999999,2624.76,340
1991,0,788,0,731.88,340
1991,1,533,2229.66,637.38,340
1992,0,2998,0,2062.44,340
1992,1,3505,10926.9,4461.75,340
1993,0,5473,0,3690.09,340
1993,1,7661,22549.32,10736.73,340
1994,0,1415,0,1090.53,340
1994,1,1165,6830.19,1487.07,340
1995,0,471,0,338.31,340
1995,1,882,5595.389999999999,1013.49,340
1996,0,4246,0,2651.58,340
1996,1,5512,19653.48,6526.71,340
1997,0,1252,0,1067.31,340
1997,1,851,5545.8,1278.45,340
1998,0,1249,0,754.11,340
1998,1,4340,23502.15,5940.719999999999,340
1999,0,679,0,469.08,340
1999,1,1395,11007.27,1815.3,340
2000,0,2885,0,1739.07,340
2000,1,8360,34315.65,12908.34,340
2001,0,1004,0,800.4599999999999,340
2001,1,1098,10659.42,1488.24,340
2002,0,245,0,165.23999999999998,340
2002,1,688,9118.89,942.93,340
2003,0,1219,0,769.5,340
2003,1,4291,25720.56,5049.2699999999995,340
2004,0,424,0,321.03,340
2004,1,1277,16154.1,2167.65,340
2005,0,582,0,425.7,340
2005,1,859,12470.49,1087.56,340
2006,0,646,0,425.61,340
2006,1,1851,19683.45,1978.47,340
2007,0,1355,0,847.35,340
2007,1,4539,34104.15,6826.679999999999,340
2008,0,463,0,342.53999999999996,340
2008,1,703,10982.97,764.4599999999999,340
2009,0,435,0,308.43,340
2009,1,575,11117.79,714.15,340
2010,0,324,0,247.77,340
2010,1,905,14288.67,997.74,340
2011,0,378,0,287.82,340
2011,1,1418,18441.54,1719.54,340
2012,0,863,0,555.3,340
2012,1,4155,38010.51,6032.34,340
2013,0,937,0,749.52,340
2013,1,1846,23484.78,2451.33,340
2014,0,600,0,457.29,340
2014,1,672,10470.96,796.41,340
2015,0,1607,0,1183.41,340
2015,1,4374,32958.99,6523.38,340
2016,0,1231,0,923.67,340
2016,1,1836,20360.97,2302.11,340
2017,0,1475,0,973.98,340
2017,1,3325,19510.29,4271.3099999999995,340
2018,0,712,0,489.42,340
2018,1,1132,11487.51,1463.13,340
2019,0,693,0,486.99,340
2019,1,2273,14521.59,2520.72,340
2020,0,661,0,443.07,340
2020,1,1017,9097.83,1358.82,340
2021,0,1324,0,1052.55,340
2021,1,2504,14626.62,3014.37,340
2022,0,657,0,438.66,340
2022,1,1332,8041.049999999999,1462.14,340
2023,0,534,0,363.24,340
2023,1,1054,6021,1258.2,340
1986,0,4326,0,4916.88,341
1986,1,109,330.39,194.49,341
1987,0,9434,0,9278.19,341
1987,1,766,2277.18,1352.07,341
1988,0,4522,0,3907.26,341
1988,1,1032,3276.81,1751.85,341
1989,0,5631,0,4527,341
1989,1,1955,5735.7,2807.91,341
1990,0,3874,0,3143.7,341
1990,1,2066,7139.969999999999,3153.51,341
1991,0,1136,0,1158.3,341
1991,1,853,5117.8499999999995,1385.55,341
1992,0,1887,0,1368.09,341
1992,1,2570,11580.93,3717.54,341
1993,0,6644,0,4767.03,341
1993,1,7097,22145.67,10872.18,341
1994,0,2337,0,2148.12,341
1994,1,1442,8135.91,2324.43,341
1995,0,607,0,517.9499999999999,341
1995,1,1510,10494.72,2188.08,341
1996,0,2774,0,1787.49,341
1996,1,3752,18649.44,4860.8099999999995,341
1997,0,1997,0,1566.36,341
1997,1,1848,12469.23,2935.44,341
1998,0,1594,0,1121.67,341
1998,1,5639,33507.9,8839.529999999999,341
1999,0,541,0,466.56,341
1999,1,837,10180.53,1273.86,341
2000,0,3399,0,2217.87,341
2000,1,7285,36046.89,11673.81,341
2001,0,1078,0,895.3199999999999,341
2001,1,1186,13780.8,1901.61,341
2002,0,235,0,227.61,341
2002,1,497,10336.68,809.28,341
2003,0,598,0,491.4,341
2003,1,1829,17614.53,2516.13,341
2004,0,925,0,938.97,341
2004,1,1622,23213.16,2766.42,341
2005,0,1041,0,1061.82,341
2005,1,1368,19450.8,2694.7799999999997,341
2006,0,989,0,915.66,341
2006,1,2616,31555.8,4390.92,341
2007,0,2679,0,1894.95,341
2007,1,6526,56360.88,11411.46,341
2008,0,1121,0,1030.86,341
2008,1,1431,26418.96,2412.18,341
2009,0,1014,0,888.5699999999999,341
2009,1,1465,30783.24,2816.01,341
2010,0,393,0,332.19,341
2010,1,834,21697.2,1355.94,341
2011,0,547,0,449.1,341
2011,1,1357,29753.28,1874.61,341
2012,0,1273,0,973.26,341
2012,1,3880,52831.89,7002.09,341
2013,0,1664,0,1348.74,341
2013,1,3412,54554.49,6684.12,341
2014,0,492,0,408.6,341
2014,1,776,24761.7,1199.07,341
2015,0,662,0,481.41,341
2015,1,1878,42016.14,2536.47,341
2016,0,709,0,525.96,341
2016,1,2032,38802.42,3162.51,341
2017,0,577,0,386.01,341
2017,1,1131,22364.01,1358.01,341
2018,0,721,0,578.25,341
2018,1,1168,19781.28,1455.84,341
2019,0,524,0,363.6,341
2019,1,1944,22927.23,2680.38,341
2020,0,562,0,403.2,341
2020,1,1665,17779.59,2051.19,341
2021,0,548,0,369.36,341
2021,1,2173,19003.23,2860.56,341
2022,0,774,0,511.02,341
2022,1,1553,15213.51,1758.69,341
2023,0,552,0,392.76,341
2023,1,1317,10663.92,1692,341
1986,0,5307,0,5518.08,342
1986,1,681,2507.31,1196.91,342
1987,0,2722,0,2764.17,342
1987,1,661,2957.49,1378.98,342
1988,0,1628,0,1597.95,342
1988,1,695,3659.67,1355.49,342
1989,0,1955,0,1891.8,342
1989,1,978,4419.18,1733.76,342
1990,0,3686,0,3133.89,342
1990,1,2479,8769.69,4102.11,342
1991,0,517,0,580.41,342
1991,1,475,3373.65,838.26,342
1992,0,2540,0,1938.42,342
1992,1,2645,11991.15,4530.51,342
1993,0,2191,0,1570.77,342
1993,1,2343,10207.17,3224.16,342
1994,0,1940,0,1568.88,342
1994,1,1573,9833.58,2446.29,342
1995,0,466,0,458.01,342
1995,1,462,4632.21,848.43,342
1996,0,2849,0,1913.04,342
1996,1,4062,18299.79,5602.86,342
1997,0,1434,0,1393.83,342
1997,1,1068,9455.49,1893.69,342
1998,0,2715,0,1968.39,342
1998,1,4900,30789.09,7539.57,342
1999,0,333,0,390.15,342
1999,1,623,9727.92,970.47,342
2000,0,3162,0,2144.61,342
2000,1,6658,40407.84,11563.56,342
2001,0,438,0,424.53,342
2001,1,643,11490.21,1033.56,342
2002,0,294,0,324.9,342
2002,1,776,15699.6,1359.63,342
2003,0,515,0,440.73,342
2003,1,1852,22870.08,3006.27,342
2004,0,579,0,546.66,342
2004,1,729,15269.58,1415.88,342
2005,0,653,0,646.38,342
2005,1,900,16503.3,1606.95,342
2006,0,731,0,631.17,342
2006,1,2534,34636.5,4130.37,342
2007,0,2444,0,1798.83,342
2007,1,5686,51088.32,11409.03,342
2008,0,434,0,420.03,342
2008,1,623,17549.55,1152.63,342
2009,0,565,0,527.13,342
2009,1,1086,26486.64,2223.72,342
2010,0,225,0,196.29,342
2010,1,399,11785.32,743.04,342
2011,0,358,0,338.49,342
2011,1,1161,30405.33,1938.69,342
2012,0,1147,0,1000.98,342
2012,1,2973,46008.45,5100.21,342
2013,0,878,0,719.73,342
2013,1,2137,40807.8,3867.03,342
2014,0,562,0,466.2,342
2014,1,727,21271.5,1144.98,342
2015,0,630,0,481.5,342
2015,1,1951,35694.18,2844.9,342
2016,0,717,0,520.1999999999999,342
2016,1,1387,21654.99,1748.25,342
2017,0,349,0,244.62,342
2017,1,622,10281.96,751.9499999999999,342
2018,0,606,0,435.15,342
2018,1,933,13003.38,957.96,342
2019,0,397,0,284.49,342
2019,1,1030,15222.24,1237.05,342
2020,0,722,0,493.11,342
2020,1,2005,19440.54,2326.41,342
2021,0,262,0,200.43,342
2021,1,567,7929.45,722.0699999999999,342
2022,0,990,0,563.22,342
2022,1,2777,19084.77,2632.77,342
2023,0,290,0,187.38,342
2023,1,581,5146.83,626.49,342
1986,0,3709,0,3210.93,343
1986,1,686,2433.87,1329.66,343
1987,0,1496,0,1499.4,343
1987,1,503,2623.68,1004.04,343
1988,0,1312,0,1482.39,343
1988,1,565,3513.15,1229.31,343
1989,0,1428,0,1324.26,343
1989,1,879,5027.04,1634.76,343
1990,0,1252,0,1114.56,343
1990,1,1250,6719.67,1903.14,343
1991,0,649,0,697.05,343
1991,1,552,4202.73,1042.11,343
1992,0,1550,0,1184.49,343
1992,1,1931,10345.23,3569.3999999999996,343
1993,0,1092,0,822.15,343
1993,1,1224,7456.32,1768.05,343
1994,0,1649,0,1332.09,343
1994,1,1989,12407.4,3024,343
1995,0,469,0,442.35,343
1995,1,689,5981.219999999999,1083.06,343
1996,0,1145,0,897.75,343
1996,1,1771,11567.34,2368.71,343
1997,0,2074,0,1527.12,343
1997,1,1475,10384.65,1998.45,343
1998,0,2411,0,1843.2,343
1998,1,2402,16116.66,3959.01,343
1999,0,658,0,482.85,343
1999,1,1978,16052.85,2778.5699999999997,343
2000,0,2242,0,1534.5,343
2000,1,2227,15397.38,4020.75,343
2001,0,882,0,579.87,343
2001,1,1725,18633.33,1967.85,343
2002,0,197,0,208.98,343
2002,1,435,8983.35,872.91,343
2003,0,549,0,433.44,343
2003,1,1585,19855.17,2451.87,343
2004,0,305,0,276.84,343
2004,1,485,9946.26,945.18,343
2005,0,288,0,273.96,343
2005,1,468,9237.15,820.8,343
2006,0,510,0,373.5,343
2006,1,2074,26344.62,3736.89,343
2007,0,1714,0,1373.85,343
2007,1,3225,33066.45,6527.16,343
2008,0,313,0,303.93,343
2008,1,574,16095.69,1137.15,343
2009,0,331,0,342.63,343
2009,1,990,22344.3,1869.75,343
2010,0,191,0,147.6,343
2010,1,219,7744.77,447.21,343
2011,0,198,0,147.06,343
2011,1,966,20054.34,1413.72,343
2012,0,1924,0,1874.61,343
2012,1,2738,36367.47,6007.7699999999995,343
2013,0,362,0,282.24,343
2013,1,1202,34605.9,2033.82,343
2014,0,258,0,204.3,343
2014,1,370,12149.73,734.76,343
2015,0,339,0,219.69,343
2015,1,1832,33366.69,2615.4,343
2016,0,340,0,267.48,343
2016,1,998,21568.68,1721.4299999999998,343
2017,0,198,0,154.44,343
2017,1,647,13520.07,878.4,343
2018,0,414,0,311.4,343
2018,1,1045,18603.9,1440.36,343
2019,0,259,0,170.46,343
2019,1,1108,21224.97,1274.04,343
2020,0,385,0,286.28999999999996,343
2020,1,1092,20273.04,1631.25,343
2021,0,185,0,128.16,343
2021,1,524,13012.74,800.8199999999999,343
2022,0,600,0,330.3,343
2022,1,2317,23294.07,2717.73,343
2023,0,227,0,154.35,343
2023,1,583,9373.86,924.03,343
1986,0,1365,0,1266.84,344
1986,1,121,234.08999999999995,247.32,344
1987,0,1599,0,1311.39,344
1987,1,250,557.37,305.19,344
1988,0,561,0,610.8299999999999,344
1988,1,164,569.34,282.24,344
1989,0,638,0,616.05,344
1989,1,242,769.3199999999999,342.45,344
1990,0,783,0,675.4499999999999,344
1990,1,425,1247.13,560.6999999999999,344
1991,0,292,0,250.47,344
1991,1,115,576.4499999999999,172.62,344
1992,0,743,0,493.11,344
1992,1,580,1882.53,641.25,344
1993,0,518,0,368.82,344
1993,1,369,1212.57,385.02,344
1994,0,1259,0,974.07,344
1994,1,806,2431.7999999999997,1327.41,344
1995,0,1707,0,1236.6,344
1995,1,1312,3493.89,2086.74,344
1996,0,247,0,194.22,344
1996,1,298,1507.23,357.65999999999997,344
1997,0,728,0,519.75,344
1997,1,566,2323.98,523.0799999999999,344
1998,0,641,0,529.29,344
1998,1,389,1665.1799999999998,573.3,344
1999,0,351,0,237.51,344
1999,1,1283,6047.0999999999995,1538.1,344
2000,0,642,0,542.34,344
2000,1,211,906.12,325.17,344
2001,0,895,0,608.04,344
2001,1,981,5195.969999999999,1319.31,344
2002,0,82,0,72.36,344
2002,1,82,993.51,169.56,344
2003,0,571,0,362.34,344
2003,1,1457,7812.63,1727.37,344
2004,0,168,0,140.57999999999998,344
2004,1,194,1829.52,299.52,344
2005,0,143,0,106.92,344
2005,1,226,1952.46,283.32,344
2006,0,345,0,301.68,344
2006,1,452,3422.7,564.3,344
2007,0,502,0,362.88,344
2007,1,1144,7263.45,1857.42,344
2008,0,143,0,129.78,344
2008,1,286,3018.6,270.63,344
2009,0,181,0,179.54999999999998,344
2009,1,475,4825.44,472.5,344
2010,0,105,0,74.07,344
2010,1,92,1324.71,130.95,344
2011,0,142,0,97.65,344
2011,1,305,3461.94,372.24,344
2012,0,916,0,875.52,344
2012,1,810,6597.8099999999995,1819.62,344
2013,0,487,0,376.29,344
2013,1,1011,10342.17,1565.01,344
2014,0,113,0,79.38,344
2014,1,98,2113.56,169.65,344
2015,0,184,0,122.85,344
2015,1,1206,11916,1311.3,344
2016,0,209,0,160.29,344
2016,1,469,6024.87,612.99,344
2017,0,141,0,132.84,344
2017,1,245,2227.23,311.94,344
2018,0,170,0,116.55,344
2018,1,350,4230.99,441.72,344
2019,0,232,0,157.14,344
2019,1,1155,9179.55,1166.31,344
2020,0,1058,0,1026.09,344
2020,1,791,5881.7699999999995,1641.4199999999998,344
2021,0,276,0,184.68,344
2021,1,413,5035.139999999999,461.34,344
2022,0,100,0,56.79,344
2022,1,366,3927.51,314.28,344
2023,0,160,0,110.79,344
2023,1,357,4176.45,481.32,344
1986,0,6107,0,6243.389999999999,353
1986,1,459,1091.97,857.16,353
1987,0,5354,0,5287.95,353
1987,1,980,5880.33,1843.56,353
1988,0,3911,0,3564.6299999999997,353
1988,1,1370,8243.55,2343.6,353
1989,0,8122,0,6520.589999999999,353
1989,1,4073,21374.28,6866.46,353
1990,0,4660,0,3636.9,353
1990,1,4478,39613.23,9482.85,353
1991,0,2691,0,1882.17,353
1991,1,3080,67400.09999999999,5782.23,353
1992,0,1461,0,963.72,353
1992,1,2880,75625.92,4577.22,353
1993,0,1326,0,839.3399999999999,353
1993,1,2896,78492.15,4624.74,353
1994,0,1283,0,789.84,353
1994,1,3260,88486.47,6885.719999999999,353
1995,0,1341,0,855,353
1995,1,3884,101973.15,9923.13,353
1996,0,1164,0,746.91,353
1996,1,3976,112898.97,9696.42,353
1997,0,1177,0,718.02,353
1997,1,3756,123120.72,11255.85,353
1998,0,703,0,431.19,353
1998,1,2762,128710.8,7241.94,353
1999,0,900,0,564.12,353
1999,1,3288,138878.55,11090.07,353
2000,0,650,0,378.36,353
2000,1,2494,143585.19,8920.17,353
2001,0,470,0,262.8,353
2001,1,2235,148526.46,8236.8,353
2002,0,424,0,252.72,353
2002,1,2413,154413.54,8920.44,353
2003,0,282,0,164.51999999999998,353
2003,1,1897,156050.72999999998,7007.759999999999,353
2004,0,489,0,270.63,353
2004,1,2711,165265.83,11728.08,353
2005,0,265,0,148.23,353
2005,1,1746,155519.1,7369.29,353
2006,0,361,0,207.45,353
2006,1,2330,170570.16,9913.77,353
2007,0,237,0,148.32,353
2007,1,1206,166713.47999999998,5476.86,353
2008,0,261,0,150.12,353
2008,1,1907,179914.86,8875.44,353
2009,0,217,0,123.75,353
2009,1,1503,180224.82,8708.31,353
2010,0,128,0,66.87,353
2010,1,1637,183967.74,8872.38,353
2011,0,199,0,126.9,353
2011,1,1866,188799.21,11276.19,353
2012,0,144,0,74.52,353
2012,1,1312,186478.74,6937.29,353
2013,0,151,0,81.63,353
2013,1,1641,192776.49,9691.29,353
2014,0,198,0,109.8,353
2014,1,1622,194873.04,10149.75,353
2015,0,203,0,113.58,353
2015,1,2068,189651.33,12052.53,353
2016,0,230,0,130.23,353
2016,1,1865,171788.13,8917.47,353
2017,0,320,0,194.22,353
2017,1,2093,158943.33,9600.57,353
2018,0,257,0,151.29,353
2018,1,1773,146581.83,6359.219999999999,353
2019,0,450,0,277.46999999999997,353
2019,1,2983,117692.91,8171.82,353
2020,0,994,0,682.92,353
2020,1,4981,84530.25,11385.27,353
2021,0,753,0,528.75,353
2021,1,4125,66349.89,9445.95,353
2022,0,1438,0,944.91,353
2022,1,6235,70709.58,11776.77,353
2023,0,900,0,668.6999999999999,353
2023,1,4384,59037.84,8863.289999999999,353
1986,0,16516,0,20044.44,354
1986,1,1427,4149.36,4244.22,354
1987,0,9173,0,9824.85,354
1987,1,2023,12924,4470.48,354
1988,0,4874,0,4432.679999999999,354
1988,1,2023,16386.21,3505.3199999999997,354
1989,0,13182,0,11291.13,354
1989,1,7778,49535.28,15275.25,354
1990,0,9273,0,7236.27,354
1990,1,9855,79759.26,20288.07,354
1991,0,3127,0,2367.54,354
1991,1,4311,82327.05,8172.45,354
1992,0,2586,0,1914.84,354
1992,1,5006,94482.63,8520.39,354
1993,0,1883,0,1336.5,354
1993,1,4362,89884.98,6762.509999999999,354
1994,0,2300,0,1587.6,354
1994,1,7103,124727.49,13176.99,354
1995,0,1825,0,1244.52,354
1995,1,5971,122758.29,13765.32,354
1996,0,2939,0,2063.25,354
1996,1,8711,153533.88,19680.84,354
1997,0,1716,0,1129.77,354
1997,1,5668,145139.66999999998,13811.67,354
1998,0,1597,0,1065.15,354
1998,1,6362,161260.74,13486.14,354
1999,0,1649,0,1159.92,354
1999,1,6698,177211.8,16534.44,354
2000,0,1725,0,1167.93,354
2000,1,6246,188053.38,16432.92,354
2001,0,1016,0,662.49,354
2001,1,5167,186438.6,12994.83,354
2002,0,901,0,577.62,354
2002,1,4676,190265.94,11722.68,354
2003,0,745,0,485.46,354
2003,1,5071,202869.09,13665.42,354
2004,0,828,0,529.74,354
2004,1,5085,211502.7,15353.1,354
2005,0,844,0,533.88,354
2005,1,5239,225242.55,15804.09,354
2006,0,400,0,249.03,354
2006,1,2938,176769,7873.29,354
2007,0,496,0,316.17,354
2007,1,3173,204026.76,10022.94,354
2008,0,633,0,387,354
2008,1,5013,240811.2,16598.79,354
2009,0,793,0,500.04,354
2009,1,4139,242489.97,16482.239999999998,354
2010,0,467,0,277.56,354
2010,1,4043,243411.75,13966.38,354
2011,0,404,0,243.63,354
2011,1,4409,251660.34,16401.87,354
2012,0,377,0,226.17,354
2012,1,3535,249273.81,15518.25,354
2013,0,444,0,251.73,354
2013,1,5123,280293.66,20250,354
2014,0,491,0,300.78,354
2014,1,4010,277113.6,18384.39,354
2015,0,639,0,382.23,354
2015,1,6194,278625.95999999996,24486.21,354
2016,0,691,0,451.8,354
2016,1,4657,214699.32,15664.59,354
2017,0,936,0,619.29,354
2017,1,5706,200560.5,17671.95,354
2018,0,697,0,456.66,354
2018,1,4636,185529.33,12941.01,354
2019,0,1035,0,718.11,354
2019,1,6026,143700.57,14485.41,354
2020,0,1964,0,1427.6699999999998,354
2020,1,9473,117015.75,20114.37,354
2021,0,1666,0,1338.12,354
2021,1,7475,99617.76,17199.72,354
2022,0,2358,0,1595.25,354
2022,1,9676,89377.56,18095.85,354
2023,0,1722,0,1291.32,354
2023,1,7479,92687.13,17469.809999999998,354
1986,0,11819,0,15067.08,355
1986,1,1158,4820.04,3395.25,355
1987,0,3018,0,4186.26,355
1987,1,739,10722.06,1999.17,355
1988,0,3036,0,3312.9,355
1988,1,998,15515.19,2248.74,355
1989,0,8626,0,8727.57,355
1989,1,4363,44242.74,13150.44,355
1990,0,3885,0,3494.0699999999997,355
1990,1,3754,60677.189999999995,8429.76,355
1991,0,1820,0,1884.78,355
1991,1,2242,61008.75,6438.69,355
1992,0,1631,0,1755.81,355
1992,1,2143,70165.17,9186.93,355
1993,0,1367,0,1191.24,355
1993,1,1965,61075.619999999995,4245.75,355
1994,0,988,0,782.55,355
1994,1,2475,79134.39,6181.92,355
1995,0,2099,0,1758.4199999999998,355
1995,1,3883,100146.15,13711.41,355
1996,0,1870,0,1419.21,355
1996,1,3218,100742.22,8562.869999999999,355
1997,0,1455,0,1247.6699999999998,355
