year,expansion,n,area_ha_t0,area_ha_t1,gridid
2014,0,154,0,172.44,492
2014,1,511,30943.35,1668.78,492
2015,0,234,0,275.58,492
2015,1,1153,39804.119999999995,3438.27,492
2016,0,137,0,141.75,492
2016,1,474,23676.84,1265.58,492
2017,0,260,0,283.32,492
2017,1,1267,30157.47,4273.11,492
2018,0,358,0,348.57,492
2018,1,1002,25173.99,2565.54,492
2019,0,283,0,289.53,492
2019,1,1007,23139.18,2459.3399999999997,492
2020,0,204,0,203.58,492
2020,1,609,19583.73,1610.55,492
2021,0,307,0,273.15,492
2021,1,1223,24096.06,3211.2,492
2022,0,1547,0,1219.59,492
2022,1,3097,32551.65,10515.96,492
2023,0,202,0,222.3,492
2023,1,472,16581.059999999998,1818.45,492
1986,0,3458,0,5646.69,493
1986,1,466,1878.93,2753.5499999999997,493
1987,0,1800,0,2189.88,493
1987,1,605,3920.85,2642.76,493
1988,0,1808,0,2158.65,493
1988,1,866,5967.179999999999,3522.6,493
1989,0,873,0,1078.65,493
1989,1,681,6272.82,2606.31,493
1990,0,1320,0,1339.83,493
1990,1,1196,9711.99,5306.04,493
1991,0,477,0,785.0699999999999,493
1991,1,660,10019.16,2525.49,493
1992,0,2210,0,1855.08,493
1992,1,2262,21018.33,7450.38,493
1993,0,634,0,702.36,493
1993,1,1008,16032.78,2916.3599999999997,493
1994,0,439,0,445.77,493
1994,1,902,18369.45,3632.22,493
1995,0,294,0,301.95,493
1995,1,826,17887.59,2279.25,493
1996,0,424,0,439.38,493
1996,1,1267,25415.46,4197.87,493
1997,0,622,0,481.86,493
1997,1,1569,29801.43,5517.63,493
1998,0,948,0,706.9499999999999,493
1998,1,2303,35638.02,6508.08,493
1999,0,161,0,216.81,493
1999,1,525,22922.91,1985.58,493
2000,0,517,0,372.87,493
2000,1,1772,38759.76,6119.46,493
2001,0,178,0,192.69,493
2001,1,575,27581.76,2347.47,493
2002,0,289,0,306.36,493
2002,1,1405,42615.18,5331.78,493
2003,0,390,0,330.65999999999997,493
2003,1,1441,44494.2,5868.179999999999,493
2004,0,118,0,140.13,493
2004,1,485,30586.949999999997,2047.05,493
2005,0,108,0,118.89,493
2005,1,588,38932.65,2566.26,493
2006,0,183,0,170.91,493
2006,1,908,43901.1,3675.51,493
2007,0,503,0,379.8,493
2007,1,1843,59484.6,13307.58,493
2008,0,86,0,85.77,493
2008,1,449,44770.95,2189.52,493
2009,0,143,0,109.98,493
2009,1,934,50758.65,3905.46,493
2010,0,81,0,75.14999999999999,493
2010,1,478,50547.509999999995,2427.0299999999997,493
2011,0,131,0,106.2,493
2011,1,982,60800.31,5160.0599999999995,493
2012,0,127,0,96.12,493
2012,1,1098,66533.04,5594.8499999999995,493
2013,0,67,0,68.39999999999999,493
2013,1,547,60243.84,3144.06,493
2014,0,79,0,81.36,493
2014,1,522,58963.41,2702.3399999999997,493
2015,0,85,0,98.46,493
2015,1,685,61043.49,3885.03,493
2016,0,86,0,79.64999999999999,493
2016,1,478,46271.43,2640.96,493
2017,0,95,0,99.09,493
2017,1,849,47529.36,3456.45,493
2018,0,131,0,121.41,493
2018,1,721,44712.81,3133.5299999999997,493
2019,0,91,0,71.37,493
2019,1,623,38832.93,2697.5699999999997,493
2020,0,94,0,76.14,493
2020,1,548,34038.81,2030.22,493
2021,0,249,0,240.3,493
2021,1,1205,38600.1,4244.13,493
2022,0,898,0,684.18,493
2022,1,2369,40562.1,9229.59,493
2023,0,177,0,213.39,493
2023,1,581,25473.96,2488.3199999999997,493
1986,0,1001,0,1552.5,494
1986,1,98,451.89,352.71,494
1987,0,592,0,720.0899999999999,494
1987,1,198,952.83,586.7099999999999,494
1988,0,513,0,603.27,494
1988,1,192,1119.87,520.8299999999999,494
1989,0,448,0,690.3,494
1989,1,253,1871.73,828.54,494
1990,0,722,0,677.79,494
1990,1,539,3062.25,1336.14,494
1991,0,136,0,176.94,494
1991,1,192,2058.5699999999997,566.55,494
1992,0,477,0,371.07,494
1992,1,774,4613.8499999999995,1793.7,494
1993,0,104,0,122.85,494
1993,1,230,2430.72,549.72,494
1994,0,155,0,155.7,494
1994,1,371,3398.76,1081.71,494
1995,0,51,0,64.71,494
1995,1,168,2328.0299999999997,444.24,494
1996,0,98,0,119.34,494
1996,1,245,3144.15,572.4,494
1997,0,99,0,102.51,494
1997,1,269,3104.8199999999997,636.84,494
1998,0,61,0,95.13,494
1998,1,246,3392.37,613.98,494
1999,0,99,0,140.94,494
1999,1,253,3218.67,469.53,494
2000,0,375,0,340.2,494
2000,1,795,6133.86,1845,494
2001,0,59,0,76.23,494
2001,1,100,1368.09,210.42,494
2002,0,122,0,160.38,494
2002,1,526,5420.79,1010.88,494
2003,0,104,0,153.72,494
2003,1,297,4376.79,673.8299999999999,494
2004,0,41,0,48.78,494
2004,1,102,2559.96,360.36,494
2005,0,95,0,128.7,494
2005,1,192,3719.25,610.8299999999999,494
2006,0,81,0,92.61,494
2006,1,253,4182.3,620.46,494
2007,0,343,0,358.2,494
2007,1,781,8044.74,2034.09,494
2008,0,30,0,31.32,494
2008,1,83,2272.23,200.25,494
2009,0,74,0,83.52,494
2009,1,198,4035.87,454.41,494
2010,0,49,0,42.93,494
2010,1,122,3537.3599999999997,226.26,494
2011,0,66,0,61.29,494
2011,1,322,5879.5199999999995,564.75,494
2012,0,119,0,111.24,494
2012,1,411,6490.3499999999995,1123.02,494
2013,0,72,0,84.42,494
2013,1,178,4263.21,360.54,494
2014,0,133,0,123.93,494
2014,1,351,6538.7699999999995,1021.95,494
2015,0,58,0,57.87,494
2015,1,208,3887.64,420.75,494
2016,0,72,0,67.05,494
2016,1,108,2438.19,240.93,494
2017,0,138,0,136.98,494
2017,1,518,5753.79,1118.43,494
2018,0,42,0,44.37,494
2018,1,132,2534.67,258.65999999999997,494
2019,0,74,0,77.94,494
2019,1,144,2109.06,282.59999999999997,494
2020,0,123,0,145.79999999999998,494
2020,1,194,2450.79,386.19,494
2021,0,119,0,106.74,494
2021,1,324,3086.2799999999997,637.38,494
2022,0,396,0,325.62,494
2022,1,681,4115.79,1747.8,494
2023,0,89,0,109.53,494
2023,1,104,1034.01,207.72,494
1986,0,3407,0,4172.58,495
1986,1,266,944.19,782.01,495
1987,0,5902,0,6838.29,495
1987,1,738,2035.89,1849.32,495
1988,0,7604,0,7723.62,495
1988,1,1513,4245.3,3303,495
1989,0,1913,0,1823.67,495
1989,1,648,2714.22,1225.35,495
1990,0,2487,0,2039.4,495
1990,1,1638,5326.38,2767.68,495
1991,0,673,0,612.81,495
1991,1,304,1529.55,480.06,495
1992,0,3658,0,2741.76,495
1992,1,4591,12961.17,6803.28,495
1993,0,1251,0,1217.52,495
1993,1,1236,6373.44,2225.34,495
1994,0,1000,0,832.05,495
1994,1,1679,7527.33,2660.85,495
1995,0,430,0,376.92,495
1995,1,777,4442.4,1073.97,495
1996,0,489,0,404.73,495
1996,1,939,5320.26,1128.4199999999998,495
1997,0,790,0,687.3299999999999,495
1997,1,1104,6465.78,1631.07,495
1998,0,798,0,601.11,495
1998,1,1464,7132.59,1555.38,495
1999,0,753,0,575.46,495
1999,1,1652,9050.67,1977.66,495
2000,0,3219,0,2487.69,495
2000,1,5354,20680.38,8944.74,495
2001,0,350,0,338.58,495
2001,1,377,4378.05,700.38,495
2002,0,1218,0,938.61,495
2002,1,2459,14094.72,3323.79,495
2003,0,1444,0,1235.97,495
2003,1,2320,15472.26,3535.65,495
2004,0,391,0,383.94,495
2004,1,546,7906.86,1112.94,495
2005,0,577,0,579.42,495
2005,1,762,8673.75,1396.1699999999998,495
2006,0,624,0,552.24,495
2006,1,1286,9688.77,1658.52,495
2007,0,1958,0,1926.63,495
2007,1,3526,23418.45,7465.77,495
2008,0,381,0,321.03,495
2008,1,659,12168.81,1176.03,495
2009,0,1267,0,1099.1699999999998,495
2009,1,1526,19267.47,3252.06,495
2010,0,1441,0,1324.17,495
2010,1,1189,18859.68,2632.3199999999997,495
2011,0,760,0,649.4399999999999,495
2011,1,1346,20799.36,3077.64,495
2012,0,1444,0,1221.93,495
2012,1,2595,27820.44,3884.22,495
2013,0,1122,0,968.04,495
2013,1,1464,25130.7,2629.26,495
2014,0,827,0,674.91,495
2014,1,1388,25563.87,2083.59,495
2015,0,1096,0,950.13,495
2015,1,2591,27567.9,3103.2,495
2016,0,545,0,460.8,495
2016,1,586,18050.85,934.38,495
2017,0,852,0,742.23,495
2017,1,2104,22742.28,2560.0499999999997,495
2018,0,1527,0,2000.7,495
2018,1,933,19812.24,3265.02,495
2019,0,1010,0,814.05,495
2019,1,1816,23368.32,2921.04,495
2020,0,581,0,519.75,495
2020,1,700,17256.69,1165.5,495
2021,0,776,0,610.56,495
2021,1,1141,20101.23,2026.08,495
2022,0,4414,0,2898.18,495
2022,1,5520,31831.02,7313.04,495
2023,0,751,0,598.9499999999999,495
2023,1,635,18248.67,1173.6,495
1986,0,4906,0,4966.83,496
1986,1,271,540,659.88,496
1987,0,3924,0,3778.65,496
1987,1,794,1615.05,1741.41,496
1988,0,1606,0,1641.78,496
1988,1,498,1364.4,970.2,496
1989,0,1447,0,1132.29,496
1989,1,1007,2987.2799999999997,1379.7,496
1990,0,1503,0,1097.19,496
1990,1,1481,4121.55,2223.99,496
1991,0,121,0,119.16,496
1991,1,123,443.25,135.63,496
1992,0,954,0,716.76,496
1992,1,1713,5546.5199999999995,2651.13,496
1993,0,675,0,500.04,496
1993,1,1202,5076.09,1752.12,496
1994,0,974,0,698.49,496
1994,1,1893,6301.71,2681.01,496
1995,0,264,0,213.93,496
1995,1,801,4179.5999999999995,889.8299999999999,496
1996,0,376,0,232.29,496
1996,1,966,4025.61,991.8,496
1997,0,224,0,203.76,496
1997,1,479,2582.8199999999997,534.96,496
1998,0,512,0,310.68,496
1998,1,1295,5321.34,1094.13,496
1999,0,268,0,190.17,496
1999,1,1077,5460.389999999999,1362.87,496
2000,0,999,0,722.43,496
2000,1,2563,9726.84,3827.97,496
2001,0,157,0,129.6,496
2001,1,370,2444.94,433.08,496
2002,0,325,0,253.35,496
2002,1,1056,5852.25,1295.37,496
2003,0,1032,0,873.4499999999999,496
2003,1,2589,10561.32,3634.2,496
2004,0,364,0,334.89,496
2004,1,576,3576.42,825.2099999999999,496
2005,0,179,0,134.64,496
2005,1,406,2854.17,390.51,496
2006,0,168,0,125.55,496
2006,1,493,3699.09,494.46,496
2007,0,387,0,313.11,496
2007,1,1965,10087.11,2738.0699999999997,496
2008,0,114,0,91.44,496
2008,1,315,2634.12,301.05,496
2009,0,291,0,248.04,496
2009,1,601,3976.83,709.92,496
2010,0,229,0,187.38,496
2010,1,477,4201.38,630.63,496
2011,0,270,0,228.42,496
2011,1,1176,7903.44,1490.22,496
2012,0,2326,0,1949.85,496
2012,1,4023,16095.87,6364.44,496
2013,0,275,0,229.23,496
2013,1,654,5066.01,713.79,496
2014,0,306,0,263.43,496
2014,1,915,7084.44,1021.32,496
2015,0,340,0,285.3,496
2015,1,986,6590.25,981.09,496
2016,0,183,0,149.85,496
2016,1,272,2049.66,293.49,496
2017,0,652,0,460.35,496
2017,1,2121,6662.25,2439.36,496
2018,0,178,0,125.37,496
2018,1,318,2170.35,352.34999999999997,496
2019,0,310,0,228.51,496
2019,1,854,3372.75,865.8,496
2020,0,310,0,238.32,496
2020,1,421,1862.19,457.56,496
2021,0,257,0,191.34,496
2021,1,742,2149.56,743.85,496
2022,0,1329,0,825.39,496
2022,1,2425,5501.34,2591.2799999999997,496
2023,0,218,0,169.38,496
2023,1,256,1176.66,293.58,496
1986,0,7217,0,8592.84,497
1986,1,398,751.41,979.92,497
1987,0,8663,0,9595.44,497
1987,1,1495,3729.69,4916.97,497
1988,0,4106,0,3838.5,497
1988,1,1730,6330.15,3812.67,497
1989,0,2331,0,2301.39,497
1989,1,1259,5481.09,1977.57,497
1990,0,1361,0,1124.91,497
1990,1,1443,4891.5,2301.5699999999997,497
1991,0,952,0,822.42,497
1991,1,1442,9020.61,2355.8399999999997,497
1992,0,1500,0,1220.04,497
1992,1,2815,14526.45,4447.3499999999995,497
1993,0,942,0,778.77,497
1993,1,2064,12889.8,2876.04,497
1994,0,886,0,677.79,497
1994,1,2076,12915.81,2664.45,497
1995,0,645,0,555.39,497
1995,1,1636,13111.56,2706.75,497
1996,0,512,0,396.18,497
1996,1,522,3315.33,923.4,497
1997,0,1365,0,1807.2,497
1997,1,1248,10119.15,6383.79,497
1998,0,1264,0,1187.01,497
1998,1,3248,25242.3,7527.509999999999,497
1999,0,848,0,693.81,497
1999,1,1715,20936.34,2566.35,497
2000,0,1499,0,1095.39,497
2000,1,4655,34738.65,10379.07,497
2001,0,473,0,381.51,497
2001,1,1017,18655.2,1697.94,497
2002,0,369,0,350.37,497
2002,1,1090,21126.6,1546.65,497
2003,0,2452,0,1788.57,497
2003,1,4794,34581.33,9609.03,497
2004,0,978,0,1050.75,497
2004,1,2050,30870.18,4655.88,497
2005,0,535,0,527.76,497
2005,1,929,24695.1,1770.3,497
2006,0,810,0,782.4599999999999,497
2006,1,1764,31396.86,3051.81,497
2007,0,1636,0,1317.51,497
2007,1,4301,46872.09,9431.91,497
2008,0,421,0,429.66,497
2008,1,913,26747.73,1473.3,497
2009,0,953,0,834.5699999999999,497
2009,1,1721,36290.97,2964.06,497
2010,0,509,0,451.71,497
2010,1,866,26818.92,1510.74,497
2011,0,396,0,334.53,497
2011,1,1521,35612.729999999996,2029.41,497
2012,0,2007,0,1512.9,497
2012,1,6832,63420.57,14938.02,497
2013,0,876,0,715.14,497
2013,1,2416,46149.39,4285.53,497
2014,0,628,0,521.46,497
2014,1,1406,40092.119999999995,2385.54,497
2015,0,862,0,854.37,497
2015,1,2213,43299.99,3781.35,497
2016,0,407,0,348.03,497
2016,1,1077,28903.32,1689.48,497
2017,0,974,0,886.41,497
2017,1,2586,31505.49,4101.84,497
2018,0,366,0,316.89,497
2018,1,747,19413.27,1160.91,497
2019,0,618,0,473.13,497
2019,1,1828,22502.79,2182.86,497
2020,0,829,0,912.6,497
2020,1,1278,22179.69,3569.04,497
2021,0,371,0,266.84999999999997,497
2021,1,1075,17725.95,1239.84,497
2022,0,1148,0,811.98,497
2022,1,3823,28634.49,5760.2699999999995,497
2023,0,482,0,361.98,497
2023,1,927,18085.59,1359,497
1986,0,3958,0,4824.72,498
1986,1,314,1289.34,984.96,498
1987,0,4698,0,6632.73,498
1987,1,578,1992.33,2146.14,498
1988,0,3204,0,3011.4,498
1988,1,821,2890.44,1574.37,498
1989,0,1548,0,1340.64,498
1989,1,671,2536.83,1107.27,498
1990,0,3106,0,2400.2999999999997,498
1990,1,2509,5194.71,4512.24,498
1991,0,2794,0,2900.16,498
1991,1,1185,5249.429999999999,3224.79,498
1992,0,1865,0,1455.84,498
1992,1,2314,8775,3505.95,498
1993,0,695,0,720.36,498
1993,1,952,5799.78,1573.56,498
1994,0,1864,0,1339.2,498
1994,1,2896,13064.76,4031.73,498
1995,0,568,0,499.41,498
1995,1,1249,8897.13,1903.14,498
1996,0,896,0,899.64,498
1996,1,914,5379.03,1900.62,498
1997,0,479,0,542.16,498
1997,1,796,5254.2,1611.81,498
1998,0,2127,0,2555.01,498
1998,1,4124,18946.35,13004.46,498
1999,0,1060,0,834.2099999999999,498
1999,1,1419,16613.46,2535.0299999999997,498
2000,0,1896,0,1487.61,498
2000,1,3802,29867.67,8148.24,498
2001,0,972,0,734.49,498
2001,1,1615,18752.58,2171.7,498
2002,0,1190,0,1078.74,498
2002,1,1632,22851.72,3494.79,498
2003,0,968,0,796.5,498
2003,1,2213,20581.47,3727.08,498
2004,0,810,0,720.81,498
2004,1,1480,21860.01,2918.25,498
2005,0,1488,0,1370.97,498
2005,1,1647,25387.92,3700.53,498
2006,0,902,0,843.39,498
2006,1,1791,28550.25,3288.42,498
2007,0,2047,0,1595.88,498
2007,1,4374,43981.38,10406.88,498
2008,0,563,0,493.47,498
2008,1,711,22277.79,1317.96,498
2009,0,646,0,557.8199999999999,498
2009,1,1168,27422.19,2017.44,498
2010,0,460,0,459.81,498
2010,1,811,23158.53,1375.38,498
2011,0,564,0,485.73,498
2011,1,1023,24518.25,1660.77,498
2012,0,1499,0,1214.37,498
2012,1,4858,47540.25,9354.78,498
2013,0,1026,0,875.9699999999999,498
2013,1,1689,35334.54,3291.75,498
2014,0,706,0,710.01,498
2014,1,1226,33965.549999999996,2732.04,498
2015,0,695,0,645.12,498
2015,1,1838,36818.28,2926.44,498
2016,0,1730,0,2091.06,498
2016,1,1490,31268.609999999997,3597.8399999999997,498
2017,0,857,0,770.31,498
2017,1,1214,26846.73,2088.72,498
2018,0,490,0,430.92,498
2018,1,917,23912.55,1626.9299999999998,498
2019,0,505,0,434.88,498
2019,1,1070,22522.77,1508.4,498
2020,0,824,0,746.73,498
2020,1,1251,23821.2,2803.5,498
2021,0,496,0,428.49,498
2021,1,1035,18641.07,1627.02,498
2022,0,673,0,503.28,498
2022,1,1642,24076.98,2264.04,498
2023,0,628,0,564.03,498
2023,1,863,16657.11,1430.82,498
1986,0,3380,0,5968.8,499
1986,1,129,332.82,2093.13,499
1987,0,493,0,522.99,499
1987,1,189,2031.12,551.16,499
1988,0,109,0,106.92,499
1988,1,63,937.35,107.55,499
1989,0,723,0,639.72,499
1989,1,425,3274.74,980.64,499
1990,0,441,0,367.29,499
1990,1,572,5516.28,1898.64,499
1991,0,78,0,70.11,499
1991,1,151,2874.51,473.31,499
1992,0,197,0,190.26,499
1992,1,321,4682.5199999999995,895.41,499
1993,0,96,0,101.25,499
1993,1,227,3813.84,479.34,499
1994,0,495,0,457.92,499
1994,1,794,8143.74,2692.5299999999997,499
1995,0,283,0,250.56,499
1995,1,560,7792.56,1676.34,499
1996,0,110,0,93.42,499
1996,1,281,5690.88,715.05,499
1997,0,67,0,51.03,499
1997,1,92,2193.66,159.21,499
1998,0,140,0,102.69,499
1998,1,325,5881.95,604.71,499
1999,0,63,0,47.07,499
1999,1,157,4254.48,302.84999999999997,499
2000,0,806,0,672.84,499
2000,1,1370,12447,5418.45,499
2001,0,108,0,78.75,499
2001,1,334,7632.45,793.4399999999999,499
2002,0,187,0,163.89,499
2002,1,432,8843.49,1094.76,499
2003,0,81,0,65.97,499
2003,1,147,2613.87,202.05,499
2004,0,126,0,113.85,499
2004,1,267,7267.77,531.54,499
2005,0,44,0,35.46,499
2005,1,99,4857.48,199.71,499
2006,0,58,0,52.83,499
2006,1,344,7592.31,674.73,499
2007,0,1010,0,924.93,499
2007,1,1646,17704.17,16040.61,499
2008,0,38,0,28.98,499
2008,1,52,3502.26,98.73,499
2009,0,85,0,73.17,499
2009,1,380,13949.55,1078.11,499
2010,0,24,0,30.33,499
2010,1,48,2252.52,86.03999999999999,499
2011,0,38,0,31.05,499
2011,1,147,8673.66,331.38,499
2012,0,193,0,150.12,499
2012,1,1212,23396.04,8793.81,499
2013,0,33,0,29.7,499
2013,1,67,3835.26,115.92,499
2014,0,15,0,11.25,499
2014,1,95,6284.34,153,499
2015,0,36,0,36.629999999999995,499
2015,1,259,11465.1,531.9,499
2016,0,64,0,51.75,499
2016,1,225,6479.28,581.04,499
2017,0,42,0,69.92999999999999,499
2017,1,86,2565.81,136.71,499
2018,0,34,0,21.33,499
2018,1,96,3135.06,202.59,499
2019,0,161,0,129.6,499
2019,1,657,6268.41,2813.94,499
2020,0,462,0,370.71,499
2020,1,1437,11475.45,7045.92,499
2021,0,21,0,19.53,499
2021,1,43,650.43,67.95,499
2022,0,303,0,225.9,499
2022,1,1139,9543.24,3646.98,499
2023,0,76,0,61.47,499
2023,1,160,2877.21,264.69,499
1986,0,1679,0,2040.57,500
1986,1,76,1187.28,846.81,500
1987,0,235,0,282.33,500
1987,1,64,1744.74,132.57,500
1988,0,990,0,889.02,500
1988,1,230,2208.96,757.0799999999999,500
1989,0,523,0,439.74,500
1989,1,185,3230.5499999999997,1783.53,500
1990,0,555,0,571.5,500
1990,1,247,4664.61,1697.22,500
1991,0,179,0,129.78,500
1991,1,95,4119.929999999999,379.35,500
1992,0,428,0,328.32,500
1992,1,268,5752.98,1281.6899999999998,500
1993,0,216,0,192.51,500
1993,1,232,6294.509999999999,1140.57,500
1994,0,304,0,225.81,500
1994,1,269,5538.96,2578.5,500
1995,0,210,0,215.46,500
1995,1,166,2453.4,274.95,500
1996,0,835,0,771.12,500
1996,1,600,8682.84,2923.92,500
1997,0,192,0,134.19,500
1997,1,109,4608.2699999999995,319.86,500
1998,0,115,0,104.94,500
1998,1,191,8057.7,650.25,500
1999,0,132,0,92.7,500
1999,1,115,2226.87,175.41,500
2000,0,536,0,470.97,500
2000,1,691,10836.63,2811.33,500
2001,0,43,0,27.45,500
2001,1,113,7048.8,174.42,500
2002,0,43,0,30.33,500
2002,1,159,9469.44,693.27,500
2003,0,188,0,142.47,500
2003,1,322,10927.62,1625.58,500
2004,0,182,0,141.03,500
2004,1,277,10423.08,1371.4199999999998,500
2005,0,192,0,123.48,500
2005,1,231,8660.34,611.46,500
2006,0,659,0,494.19,500
2006,1,703,14365.71,2305.98,500
2007,0,265,0,182.52,500
2007,1,604,15784.74,3139.47,500
2008,0,154,0,105.03,500
2008,1,201,11201.4,710.1,500
2009,0,35,0,31.77,500
2009,1,128,7584.21,254.88,500
2010,0,325,0,242.46,500
2010,1,629,15969.78,3308.04,500
2011,0,41,0,33.3,500
2011,1,188,12634.74,846.0899999999999,500
2012,0,84,0,74.97,500
2012,1,391,14382.09,989.64,500
2013,0,50,0,31.41,500
2013,1,179,9962.82,566.4599999999999,500
2014,0,31,0,14.76,500
2014,1,206,12984.12,629.01,500
2015,0,43,0,24.3,500
2015,1,185,11386.44,524.43,500
2016,0,45,0,30.24,500
2016,1,90,3094.02,180.36,500
2017,0,43,0,24.84,500
2017,1,276,9372.42,862.11,500
2018,0,143,0,103.95,500
2018,1,210,5469.75,384.03,500
2019,0,196,0,121.5,500
2019,1,647,9870.75,2463.2999999999997,500
2020,0,157,0,109.98,500
2020,1,414,3378.42,1702.98,500
2021,0,75,0,51.75,500
2021,1,137,2396.7,388.26,500
2022,0,299,0,233.37,500
2022,1,726,6133.59,1726.29,500
2023,0,138,0,95.67,500
2023,1,405,5206.679999999999,1233.1799999999998,500
1986,0,335,0,502.2,501
1986,1,20,906.21,500.04,501
1987,0,23,0,17.55,501
1987,1,5,1194.39,33.12,501
1988,0,290,0,203.76,501
1988,1,59,1770.7499999999998,335.43,501
1989,0,61,0,40.5,501
1989,1,28,1960.47,896.13,501
1990,0,149,0,115.74,501
1990,1,85,2678.94,532.35,501
1991,0,13,0,6.75,501
1991,1,10,2488.41,25.74,501
1992,0,184,0,127.53,501
1992,1,105,3020.1299999999997,610.74,501
1993,0,53,0,49.95,501
1993,1,41,2990.0699999999997,393.12,501
1994,0,35,0,23.04,501
1994,1,27,3163.3199999999997,1088.73,501
1995,0,6,0,2.52,501
1995,1,8,341.55,7.65,501
1996,0,234,0,253.71,501
1996,1,89,3772.08,360.45,501
1997,0,142,0,98.28,501
1997,1,71,3687.3899999999994,148.5,501
1998,0,65,0,53.37,501
1998,1,70,3510.18,383.13,501
1999,0,10,0,4.59,501
1999,1,12,66.24,7.109999999999999,501
2000,0,53,0,37.35,501
2000,1,75,3662.82,183.96,501
2001,0,7,0,3.69,501
2001,1,4,2818.08,9.99,501
2002,0,15,0,10.62,501
2002,1,30,3548.3399999999997,330.48,501
2003,0,46,0,31.049999999999997,501
2003,1,64,3733.2,445.95,501
2004,0,9,0,4.05,501
2004,1,15,3096.63,92.88,501
2005,0,119,0,86.85,501
2005,1,110,4245.48,424.44,501
2006,0,54,0,36.72,501
2006,1,50,3520.35,55.98,501
2007,0,80,0,55.98,501
2007,1,112,4899.15,1111.05,501
2008,0,57,0,34.379999999999995,501
2008,1,52,4346.55,289.98,501
2009,0,25,0,91.62,501
2009,1,15,3139.11,78.66,501
2010,0,143,0,99.81,501
2010,1,156,4908.78,306,501
2011,0,29,0,19.619999999999997,501
2011,1,76,5031.179999999999,310.77,501
2012,0,4,0,2.88,501
2012,1,28,3772.8,161.64,501
2013,0,25,0,14.94,501
2013,1,37,1145.88,36.45,501
2014,0,4,0,1.62,501
2014,1,17,3678.03,48.69,501
2015,0,18,0,9.9,501
2015,1,54,3077.46,144.99,501
2016,0,26,0,30.06,501
2016,1,15,735.03,55.89,501
2017,0,23,0,16.29,501
2017,1,73,1752.48,262.26,501
2018,0,83,0,65.52,501
2018,1,88,1045.08,94.86,501
2019,0,19,0,15.75,501
2019,1,34,382.68,60.029999999999994,501
2020,0,45,0,29.79,501
2020,1,85,536.4,660.06,501
2021,0,35,0,22.86,501
2021,1,41,659.16,162.54,501
2022,0,114,0,90.72,501
2022,1,159,785.43,345.15,501
2023,0,64,0,54.989999999999995,501
2023,1,43,354.06,535.86,501
1986,0,513,0,443.07,504
1986,1,38,95.49,48.24,504
1987,0,431,0,346.86,504
1987,1,25,58.14,27.45,504
1988,0,1489,0,1574.01,504
1988,1,237,357.65999999999997,810,504
1989,0,236,0,198.9,504
1989,1,66,127.44,54.36,504
1990,0,1880,0,1397.52,504
1990,1,732,1281.87,1037.43,504
1991,0,64,0,46.17,504
1991,1,48,107.37,32.04,504
1992,0,214,0,214.56,504
1992,1,139,425.88,152.46,504
1993,0,189,0,122.49,504
1993,1,209,520.38,280.26,504
1994,0,1748,0,1626.21,504
1994,1,1303,3411.99,3969.18,504
1995,0,80,0,54.809999999999995,504
1995,1,55,158.94,74.34,504
1996,0,2204,0,2181.6,504
1996,1,1856,4808.16,6049.62,504
1997,0,34,0,35.28,504
1997,1,16,72.36,20.07,504
1998,0,71,0,56.52,504
1998,1,357,1942.56,329.84999999999997,504
1999,0,36,0,76.5,504
1999,1,68,755.64,52.11,504
2000,0,69,0,41.4,504
2000,1,634,4012.47,679.23,504
2001,0,30,0,13.59,504
2001,1,147,1534.86,198,504
2002,0,77,0,56.25,504
2002,1,158,992.79,155.43,504
2003,0,226,0,151.65,504
2003,1,349,2159.91,543.42,504
2004,0,39,0,37.98,504
2004,1,122,1383.9299999999998,180.45,504
2005,0,63,0,33.12,504
2005,1,748,4572.45,874.0799999999999,504
2006,0,13,0,9.18,504
2006,1,28,312.93,21.24,504
2007,0,497,0,334.08,504
2007,1,1692,8685.27,2740.3199999999997,504
2008,0,49,0,220.68,504
2008,1,27,309.87,174.6,504
2009,0,239,0,187.11,504
2009,1,161,2449.17,219.51,504
2010,0,86,0,48.69,504
2010,1,150,1764,114.75,504
2011,0,6,0,2.34,504
2011,1,195,1367.46,158.48999999999998,504
2012,0,324,0,241.47,504
2012,1,1232,7531.56,1741.6799999999998,504
2013,0,59,0,48.059999999999995,504
2013,1,62,846.81,62.55,504
2014,0,32,0,20.43,504
2014,1,84,1487.7,63.9,504
2015,0,5,0,2.25,504
2015,1,13,610.02,14.4,504
2016,0,15,0,12.24,504
2016,1,153,1392.75,147.51,504
2017,0,8,0,3.42,504
2017,1,76,704.61,56.25,504
2018,0,182,0,145.89,504
2018,1,196,1626.9299999999998,269.82,504
2019,0,311,0,186.93,504
2019,1,476,3577.77,521.46,504
2020,0,144,0,89.36999999999999,504
2020,1,400,3636.09,609.12,504
2021,0,58,0,32.13,504
2021,1,71,413.01,49.5,504
2022,0,41,0,20.43,504
2022,1,71,1598.22,71.28,504
2023,0,94,0,58.41,504
2023,1,140,470.79,142.38,504
1986,0,68,0,40.68,505
1986,1,2,0.9,0.99,505
1987,0,12,0,10.53,505
1987,1,2,0.8099999999999999,1.89,505
1988,0,699,0,1392.12,505
1988,1,53,47.16,388.26,505
1989,0,14,0,9.36,505
1989,1,2,5.31,0.99,505
1990,0,30,0,14.67,505
1990,1,22,80.55,15.57,505
1991,0,9,0,4.77,505
1991,1,3,3.5999999999999996,2.6999999999999997,505
